"hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7_day_avg","all_adult_hospital_inpatient_beds_7_day_avg","inpatient_beds_used_7_day_avg","all_adult_hospital_inpatient_bed_occupied_7_day_avg","inpatient_beds_used_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds_7_day_avg","icu_beds_used_7_day_avg","staffed_adult_icu_bed_occupancy_7_day_avg","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg","staffed_icu_adult_patients_confirmed_covid_7_day_avg","total_patients_hospitalized_confirmed_influenza_7_day_avg","icu_patients_confirmed_influenza_7_day_avg","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg","total_beds_7_day_sum","all_adult_hospital_beds_7_day_sum","all_adult_hospital_inpatient_beds_7_day_sum","inpatient_beds_used_7_day_sum","all_adult_hospital_inpatient_bed_occupied_7_day_sum","inpatient_beds_used_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_7_day_sum","icu_beds_used_7_day_sum","staffed_adult_icu_bed_occupancy_7_day_sum","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum","staffed_icu_adult_patients_confirmed_covid_7_day_sum","total_patients_hospitalized_confirmed_influenza_7_day_sum","icu_patients_confirmed_influenza_7_day_sum","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum","total_beds_7_day_coverage","all_adult_hospital_beds_7_day_coverage","all_adult_hospital_inpatient_beds_7_day_coverage","inpatient_beds_used_7_day_coverage","all_adult_hospital_inpatient_bed_occupied_7_day_coverage","inpatient_beds_used_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_7_day_coverage","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_occupancy_7_day_coverage","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage","staffed_icu_adult_patients_confirmed_covid_7_day_coverage","total_patients_hospitalized_confirmed_influenza_7_day_coverage","icu_patients_confirmed_influenza_7_day_coverage","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_adult_covid_confirmed_18-19_7_day_sum","previous_day_admission_adult_covid_confirmed_20-29_7_day_sum","previous_day_admission_adult_covid_confirmed_30-39_7_day_sum","previous_day_admission_adult_covid_confirmed_40-49_7_day_sum","previous_day_admission_adult_covid_confirmed_50-59_7_day_sum","previous_day_admission_adult_covid_confirmed_60-69_7_day_sum","previous_day_admission_adult_covid_confirmed_70-79_7_day_sum","previous_day_admission_adult_covid_confirmed_80+_7_day_sum","previous_day_admission_adult_covid_confirmed_unknown_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ED_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_adult_covid_suspected_18-19_7_day_sum","previous_day_admission_adult_covid_suspected_20-29_7_day_sum","previous_day_admission_adult_covid_suspected_30-39_7_day_sum","previous_day_admission_adult_covid_suspected_40-49_7_day_sum","previous_day_admission_adult_covid_suspected_50-59_7_day_sum","previous_day_admission_adult_covid_suspected_60-69_7_day_sum","previous_day_admission_adult_covid_suspected_70-79_7_day_sum","previous_day_admission_adult_covid_suspected_80+_7_day_sum","previous_day_admission_adult_covid_suspected_unknown_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum","previous_day_total_ED_visits_7_day_sum","previous_day_admission_influenza_confirmed_7_day_sum","geocoded_hospital_address","hhs_ids","previous_day_admission_adult_covid_confirmed_7_day_coverage","previous_day_admission_pediatric_covid_confirmed_7_day_coverage","previous_day_admission_adult_covid_suspected_7_day_coverage","previous_day_admission_pediatric_covid_suspected_7_day_coverage","previous_week_personnel_covid_vaccinated_doses_administered_7_day","total_personnel_covid_vaccinated_doses_none_7_day","total_personnel_covid_vaccinated_doses_one_7_day","total_personnel_covid_vaccinated_doses_all_7_day","previous_week_patients_covid_vaccinated_doses_one_7_day","previous_week_patients_covid_vaccinated_doses_all_7_day","all_pediatric_inpatient_bed_occupied_7_day_avg","all_pediatric_inpatient_bed_occupied_7_day_coverage","all_pediatric_inpatient_bed_occupied_7_day_sum","all_pediatric_inpatient_beds_7_day_avg","all_pediatric_inpatient_beds_7_day_coverage","all_pediatric_inpatient_beds_7_day_sum","previous_day_admission_pediatric_covid_confirmed_0_4_7_day_sum","previous_day_admission_pediatric_covid_confirmed_12_17_7_day_sum","previous_day_admission_pediatric_covid_confirmed_5_11_7_day_sum","previous_day_admission_pediatric_covid_confirmed_unknown_7_day_sum","staffed_icu_pediatric_patients_confirmed_covid_7_day_avg","staffed_icu_pediatric_patients_confirmed_covid_7_day_coverage","staffed_icu_pediatric_patients_confirmed_covid_7_day_sum","staffed_pediatric_icu_bed_occupancy_7_day_avg","staffed_pediatric_icu_bed_occupancy_7_day_coverage","staffed_pediatric_icu_bed_occupancy_7_day_sum","total_staffed_pediatric_icu_beds_7_day_avg","total_staffed_pediatric_icu_beds_7_day_coverage","total_staffed_pediatric_icu_beds_7_day_sum"
"640001",2022-10-14,"AS","640001","LBJ TROPICAL MEDICAL CENTER","FAGAALU VILLAGE, P O BOX LBJ","PAGO PAGO","96799","Short Term",NA,FALSE,NA,NA,122,72.6,55.9,0,0,0,0,0,150,7,7,-999999,-999999,-999999,0,0,0,NA,NA,NA,854,508,391,0,0,0,0,0,1050,49,49,27,27,-999999,0,0,0,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,-999999,0,0,NA,NA,NA,NA,NA,NA,NA,0,-999999,739,0,NA,"[C640001-A]",7,7,7,7,NA,NA,NA,NA,NA,NA,13.4,7,94,28,7,196,0,NA,NA,0,0,7,0,0,7,0,0,7,0
"3b081d5ef1c552538e4af4aa593a857bb922a4f364a412e69f912f826ae12879",2022-10-14,"LA",NA,"Surgery Center of Zachary",NA,NA,"70791","Short Term",NA,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-91.145057 30.655648)",NA,7,7,7,7,NA,NA,NA,NA,NA,NA,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
"ee04edd185865c38c839812cb2eb5ae5d3f8922e3b629ee98c7d9424a37826c4",2022-10-14,"LA",NA,"Alexandria Emergency Hospital","5900 Coliseum Blvd","Alexandria","71303","Short Term",NA,FALSE,NA,NA,12,-999999,-999999,0,0,0,0,0,14,0,0,0,0,0,0,0,0,NA,NA,NA,84,5,5,0,0,0,0,0,98,0,0,0,0,0,0,0,0,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,209,0,"POINT (-92.51048 31.295636)",NA,7,7,7,7,NA,NA,NA,NA,NA,NA,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
"aab2bb3ab769da90baf57242c96ec481afb5ec6a2337848975e2451909a544a5",2022-10-14,"LA",NA,"Crescent City Surgical Centre",NA,NA,"70118","Short Term",NA,FALSE,NA,NA,10,-999999,-999999,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,NA,NA,70,24,24,0,0,0,0,0,70,0,0,0,0,0,0,0,0,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-90.123884 29.949725)",NA,7,7,7,7,NA,NA,NA,NA,NA,NA,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
"010108",2022-10-14,"AL","010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","36067","Short Term","01001",TRUE,109,109,89,55.4,55.4,-999999,-999999,-999999,0,0,89,6,6,5.9,5.9,0,0,-999999,0,0,763,763,623,388,388,8,8,7,0,0,623,42,42,41,41,0,0,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,-999999,0,0,0,-999999,0,0,24,-999999,0,-999999,0,0,0,0,0,0,0,0,631,0,"POINT (-86.45092 32.46445)","[C010108-A]",7,7,7,7,NA,NA,NA,NA,NA,NA,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
"010129",2022-10-14,"AL","010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","36507","Short Term","01003",TRUE,75,75,61,38.1,38.1,0,0,0,0,0,61,5,5,-999999,-999999,0,0,-999999,-999999,0,525,525,427,267,267,0,0,0,0,0,427,35,35,25,25,0,0,-999999,-999999,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,397,-999999,"POINT (-87.783711 30.903337)","[C010129-A]",7,7,7,7,NA,NA,NA,NA,NA,NA,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
"010083",2022-10-14,"AL","010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","36535","Short Term","01003",TRUE,149,145,124,79.4,79.4,-999999,-999999,-999999,0,0,128,10,10,8.6,8.6,-999999,-999999,-999999,-999999,0,1043,1015,868,556,556,-999999,-999999,-999999,0,0,896,70,70,60,60,-999999,-999999,11,-999999,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,1072,4,"POINT (-87.683191 30.425628)","[C010083-A]",7,7,7,7,NA,NA,NA,NA,NA,NA,0,7,0,4,7,28,0,0,0,0,0,7,0,0,7,0,0,7,0
"010100",2022-10-14,"AL","010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","36532","Short Term","01003",TRUE,212,212,186,173.1,173.1,4.4,4.4,4.4,0,0,186,17,17,16,16,0,0,-999999,0,0,1484,1484,1302,1212,1212,31,31,31,0,0,1302,119,119,112,112,0,0,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,-999999,-999999,-999999,-999999,0,0,213,0,0,0,0,0,0,0,0,0,0,0,1065,-999999,"POINT (-87.8895 30.51999)","[C010100-A]",7,7,7,7,NA,NA,NA,NA,NA,NA,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
"010069",2022-10-14,"AL","010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","36027","Short Term","01005",TRUE,49.9,49.9,42.9,13.1,13.1,0,0,0,0,0,42.9,5,5,-999999,-999999,0,0,0,0,NA,349,349,300,92,92,0,0,0,0,0,300,35,35,11,11,0,0,0,0,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,"POINT (-85.156644 31.887979)","[C010069-A]",7,7,7,7,NA,NA,NA,NA,NA,NA,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
"010058",2022-10-14,"AL","010058","BIBB MEDICAL CENTER","208 PIERSON AVE","CENTREVILLE","35042","Short Term","01007",TRUE,33.4,33.4,29.4,13.9,13.9,0,0,0,0,0,29.4,0,0,0,0,0,0,0,0,0,234,234,206,97,97,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,368,0,"POINT (-87.1476 32.95133)","[C010058-A]",7,7,7,7,NA,NA,NA,NA,NA,NA,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,7,0
